"Time [s]","Event Name","Chamber","Event Text","1A: O2 flux per V [pmol/(s*mL)]","1B: O2 flux per V [pmol/(s*mL)]"
4392.00,"","","",240.4736,172.0933
4394.00,"","","",240.1949,171.6547
4396.00,"","","",240.0583,171.3649
4398.00,"","","",239.9217,171.2240
4400.00,"","","",239.9272,171.0830
4402.00,"","","",239.9327,171.0909
4404.00,"","","",240.0804,171.0990
4406.00,"","","",240.3701,171.1070
4408.00,"","","",240.6598,171.2638
4410.00,"","","",241.0917,171.4207
4412.00,"","","",241.5236,171.7265
4414.00,"","","",242.0976,172.0323
4416.00,"","","",242.6717,172.4866
4418.00,"","","",243.5299,172.9410
4420.00,"","","",244.2460,173.3954
4422.00,"","","",245.1042,173.8500
4424.00,"","","",246.1046,174.4532
4426.00,"","","",247.1049,175.2052
4428.00,"","","",248.2475,175.8085
4430.00,"","","",249.3899,176.5608
4432.00,"","","",250.6745,177.3130
4434.00,"","","",251.9591,178.2143
4436.00,"","","",253.3859,179.1155
4438.00,"","","",254.8126,180.1654
4440.00,"","","",255.8129,181.0664
4442.00,"","","",256.3869,182.2653
4444.00,"","","",256.6767,183.3151
4446.00,"","","",256.8243,184.3650
4448.00,"","","",256.9719,184.9683
4450.00,"","","",256.9774,185.2739
4452.00,"","","",256.8407,185.5796
4454.00,"","","",256.8461,185.7364
4456.00,"","","",256.8516,185.7440
4458.00,"","","",256.7149,185.7517
4460.00,"","","",256.5782,185.7595
4462.00,"","","",256.5837,185.7676
4464.00,"","","",256.4470,185.7757
4466.00,"","","",256.4525,185.7835
4468.00,"","","",256.3158,185.7914
4470.00,"","","",256.1791,185.6504
4472.00,"","","",256.1844,185.6584
4474.00,"","","",256.0477,185.6663
4476.00,"","","",255.9111,185.5253
4478.00,"","","",255.7744,185.5330
4480.00,"","","",255.7798,185.5408
4482.00,"","","",255.6431,185.3999
4484.00,"","","",255.5064,185.4078
4486.00,"","","",255.5118,185.2668
4488.00,"","","",255.3751,185.2746
4490.00,"","","",255.2384,185.1335
4492.00,"","","",255.1016,185.1413
4494.00,"","","",254.9649,185.0004
4496.00,"open","Left","",254.9703,185.0083
4498.00,"","","",254.8337,185.0162
4500.00,"","","",254.6969,184.8753
4502.00,"","","",254.7023,184.8831
4504.00,"","","",254.5655,184.7421
4506.00,"","","",254.4288,184.7500
4508.00,"","","",254.2920,184.6089
4510.00,"","","",254.1553,184.6167
4512.00,"","","",254.0185,184.4756
4514.00,"","","",254.0239,184.3346
4516.00,"","","",253.8871,184.3425
4518.00,"","","",253.7504,184.3503
4520.00,"","","",253.6136,184.2094
4522.00,"","","",253.3345,184.2173
4524.00,"","","",253.1976,184.2251
4526.00,"","","",252.3466,184.2329
4528.00,"","","",248.7824,184.2407
4530.00,"","","",240.6586,184.0997
4532.00,"","","",226.5571,184.1075
4534.00,"","","",206.3397,184.1153
4536.00,"","","",179.8668,184.1231
4538.00,"","","",147.5661,183.9819
4540.00,"","","",109.5806,183.9898
4542.00,"","","",66.7633,183.8488
4544.00,"","","",19.2565,183.8566
4546.00,"","","",-32.3709,183.8645
4548.00,"","","",-87.4088,183.8723
4550.00,"","","",-145.5729,183.7313
4552.00,"","","",-206.4367,183.7391
4554.00,"","","",-269.2892,183.7469
4556.00,"","","",-333.8461,183.7545
4558.00,"","","",-399.5391,183.7623
4560.00,"","","",-465.8000,183.6213
4562.00,"","","",-532.4866,183.6292
4564.00,"","","",-598.8884,183.6370
4566.00,"","","",-664.7208,183.4959
4568.00,"","","",-729.7000,183.5037
4570.00,"","","",-793.2570,183.5115
4572.00,"","","",-854.9656,183.3703
4574.00,"","","",-914.5417,183.3782
4576.00,"","","",-971.4168,183.3860
4578.00,"","","",-1025.5909,183.2450
4580.00,"","","",-1076.3533,183.2526
4582.00,"","","",-1123.4202,183.2603
4584.00,"","","",-1166.6487,183.2681
4586.00,"","","",-1205.4706,183.1270
4588.00,"","","",-1239.7441,183.1348
4590.00,"","","",-1269.0428,183.1427
4592.00,"","","",-1292.9402,183.0017
4594.00,"","","",-1311.4361,183.0094
4596.00,"","","",-1323.8201,183.0173
4598.00,"","","",-1330.2343,183.0251
4600.00,"","","",-1329.9680,182.8839
4602.00,"","","",-1323.0215,182.8916
4604.00,"","","",-1309.1102,182.8993
4606.00,"","","",-1288.5186,182.9071
4608.00,"","","",-1263.3785,182.9148
4610.00,"","","",-1235.5375,182.7737
4612.00,"","","",-1206.5590,182.7815
4614.00,"","","",-1177.2963,182.7894
4616.00,"","","",-1148.3173,182.7971
4618.00,"","","",-1119.7644,182.6561
4620.00,"","","",-1091.6368,182.6638
4622.00,"","","",-1064.5063,182.6717
4624.00,"","","",-1037.5129,182.6795
4626.00,"","","",-1010.0900,182.6872
4628.00,"","","",-981.6668,182.6950
4630.00,"","","",-951.6767,182.7027
4632.00,"","","",-919.9792,182.7105
4634.00,"","","",-886.7173,182.7181
4636.00,"","","",-851.6073,182.5770
4638.00,"","","",-815.0757,182.5849
4640.00,"","","",-777.1226,182.5926
4642.00,"","","",-737.8902,182.6004
4644.00,"","","",-697.6628,182.6083
4646.00,"","","",-656.5827,182.6160
4648.00,"","","",-614.7920,182.6238
4650.00,"","","",-572.2906,182.6315
4652.00,"","","",-529.5048,182.6392
4654.00,"","","",-486.4348,182.6470
4656.00,"","","",-443.2227,182.6547
4658.00,"","","",-400.0105,182.6624
4660.00,"","","",-357.0825,182.6703
4662.00,"","","",-314.5809,182.5292
4664.00,"","","",-272.3636,182.5369
4666.00,"","","",-230.8570,182.5447
4668.00,"","","",-190.2031,182.5524
4670.00,"","","",-150.4019,182.5601
4672.00,"","","",-111.7378,182.5679
4674.00,"","","",-74.0685,182.5757
4676.00,"","","",-37.8204,182.5834
4678.00,"","","",-3.1359,182.5912
4680.00,"","","",30.1276,182.5990
4682.00,"","","",61.6855,182.6066
4684.00,"","","",91.3955,182.4656
4686.00,"","","",118.9733,182.4733
4688.00,"","","",144.1328,182.4812
4690.00,"","","",166.4489,182.4889
4692.00,"","","",186.3503,182.4966
4694.00,"","","",203.5527,182.5044
4696.00,"","","",218.4818,182.5122
4698.00,"","","",230.7110,182.3708
4700.00,"","","",240.6663,182.3774
4702.00,"","","",247.4950,181.6342
4704.00,"","","",252.0497,180.2939
4706.00,"","","",254.7568,178.5102
4708.00,"","","",256.3270,176.7291
4710.00,"","","",257.6130,174.8008
4712.00,"","","",258.6148,173.0222
4714.00,"","","",259.6166,171.5419
4716.00,"","","",260.6183,170.0618
4718.00,"","","",261.9044,168.7307
4720.00,"","","",263.1906,167.6974
4722.00,"","","",264.6188,166.8130
4724.00,"","","",266.1890,166.0775
4726.00,"","","",267.9013,165.6398
4728.00,"","","",269.6137,165.2020
4730.00,"","","",271.6103,165.0620
4732.00,"","","",273.6070,165.0709
4734.00,"","","",275.6036,165.2285
4736.00,"","","",277.8844,165.5351
4738.00,"5S","Both","",280.1654,165.9905
4740.00,"","","",282.4463,166.7436
4742.00,"","","",284.8695,167.4967
4744.00,"","","",287.4347,168.3987
4746.00,"","","",289.9999,169.4494
4748.00,"","","",292.7071,170.6492
4750.00,"","","",295.2722,171.9978
4752.00,"","","",297.9795,173.3463
4754.00,"","","",300.6868,174.9927
4756.00,"","","",303.3941,176.6390
4758.00,"","","",306.1013,178.4340
4760.00,"","","",308.6664,180.3779
4762.00,"","","",311.3737,182.3219
4764.00,"","","",313.9389,184.4147
4766.00,"","","",316.5041,186.6564
4768.00,"","","",318.3587,188.8980
4770.00,"","","",319.6447,191.1396
4772.00,"","","",320.3622,193.5301
4774.00,"","","",320.7955,196.0696
4776.00,"","","",321.0867,198.6089
4778.00,"","","",321.3779,201.2971
4780.00,"","","",321.3847,203.8365
4782.00,"","","",321.5336,205.7804
4784.00,"","","",321.5405,206.9802
4786.00,"","","",321.5474,207.7333
4788.00,"","","",321.5544,208.1886
4790.00,"","","",321.5613,208.4952
4792.00,"","","",321.5682,208.6529
4794.00,"","","",321.5750,208.6617
4796.00,"","","",321.5819,208.8194
4798.00,"","","",321.5888,208.8282
4800.00,"","","",321.5956,208.8370
4802.00,"","","",321.6026,208.8458
4804.00,"","","",321.6094,208.8547
4806.00,"","","",321.6162,208.8636
4808.00,"","","",321.6230,208.8724
4810.00,"","","",321.6300,208.8811
4812.00,"","","",321.6369,208.8900
4814.00,"","","",321.5017,208.7500
4816.00,"","","",321.5085,208.7588
4818.00,"","","",321.5153,208.7676
4820.00,"","","",321.3800,208.7764
4822.00,"","","",321.3868,208.6363
4824.00,"","","",321.3937,208.6451
4826.00,"","","",321.4006,208.5050
4828.00,"","","",321.2654,208.5139
4830.00,"","","",321.2723,208.3738
4832.00,"","","",321.2792,208.3827
4834.00,"","","",321.2861,208.3915
4836.00,"","","",321.2929,208.2514
4838.00,"","","",321.1576,208.2602
4840.00,"","","",321.1645,208.2690
4842.00,"","","",321.1715,208.1290
4844.00,"","","",321.0359,208.1378
4846.00,"","","",320.9003,207.9977
4848.00,"","","",320.7645,208.0060
4850.00,"","","",318.7713,207.7159
4852.00,"","","",313.6427,206.2200
4854.00,"","","",304.3858,201.2764
4856.00,"","","",290.7196,191.2513
4858.00,"","","",272.5034,175.7066
4860.00,"","","",250.0228,154.2019
4862.00,"","","",223.2785,126.8895
4864.00,"","","",192.8390,94.0690
4866.00,"","","",158.8464,56.3369
4868.00,"","","",121.8698,13.8427
4870.00,"","","",82.0513,-32.6693
4872.00,"","","",39.8172,-82.7524
4874.00,"","","",-4.4063,-136.2575
4876.00,"","","",-50.3346,-192.2916
4878.00,"","","",-97.6835,-250.7057
4880.00,"","","",-145.8848,-310.9041
4882.00,"","","",-194.9386,-372.4404
4884.00,"","","",-244.2760,-434.8687
4886.00,"","","",-293.7549,-497.8908
4888.00,"","","",-343.0915,-560.9117
4890.00,"","","",-391.8591,-623.6332
4892.00,"","","",-439.7734,-685.6090
4894.00,"","","",-486.5503,-746.5418
4896.00,"","","",-531.9055,-805.8360
4898.00,"","","",-575.6970,-863.4916
4900.00,"","","",-617.4982,-918.7646
4902.00,"","","",-657.1673,-971.6544
4904.00,"","","",-694.2777,-1021.5661
4906.00,"","","",-728.8295,-1068.3509
4908.00,"","","",-760.2541,-1111.4127
4910.00,"","","",-788.4092,-1150.6033
4912.00,"","","",-813.1530,-1185.6254
4914.00,"","","",-834.0591,-1216.0320
4916.00,"","","",-850.9851,-1241.6744
4918.00,"","","",-863.7893,-1262.2549
4920.00,"","","",-872.1873,-1277.3268
4922.00,"","","",-875.7527,-1286.7417
4924.00,"","","",-874.7698,-1290.2013
4926.00,"","","",-868.6701,-1287.4082
4928.00,"","","",-857.3115,-1278.0643
4930.00,"","","",-842.3995,-1262.1705
4932.00,"","","",-825.4977,-1240.6197
4934.00,"","","",-807.4587,-1215.4954
4936.00,"","","",-789.1348,-1188.5838
4938.00,"","","",-770.6685,-1160.9276
4940.00,"","","",-752.4862,-1133.2709
4942.00,"","","",-734.5879,-1105.9111
4944.00,"","","",-717.1159,-1078.9972
4946.00,"","","",-700.0701,-1052.6780
4948.00,"","","",-683.4505,-1026.8047
4950.00,"","","",-667.1150,-1001.6748
4952.00,"","","",-651.3477,-977.1395
4954.00,"","","",-636.0065,-953.1991
4956.00,"","","",-620.9496,-929.8537
4958.00,"","","",-606.3188,-907.1031
4960.00,"","","",-592.1139,-884.9471
4962.00,"","","",-578.0509,-863.2371
4964.00,"","","",-564.4141,-842.1220
4966.00,"","","",-551.0614,-821.6020
4968.00,"","","",-538.1350,-801.5281
4970.00,"","","",-525.3505,-781.8998
4972.00,"","","",-512.9920,-762.8663
4974.00,"","","",-500.7758,-744.1300
4976.00,"","","",-488.9857,-725.8398
4978.00,"","","",-477.3375,-707.9960
4980.00,"","","",-465.9734,-690.5982
4982.00,"","","",-455.0357,-673.7955
4984.00,"","","",-444.2399,-657.2901
4986.00,"","","",-433.7282,-641.2311
4988.00,"","","",-423.5006,-625.6179
4990.00,"","","",-413.4151,-610.3020
4992.00,"","","",-403.6136,-595.2835
4994.00,"","","",-393.9542,-580.7112
4996.00,"","","",-384.5789,-566.5851
4998.00,"","","",-375.3460,-552.7565
5000.00,"","","",-366.3969,-539.2249
5002.00,"","","",-357.5897,-526.1396
5004.00,"","","",-348.7809,-513.3519
5006.00,"","","",-340.5447,-500.8610
5008.00,"","","",-332.1619,-488.6691
5010.00,"","","",-323.4933,-476.7724
5012.00,"","","",-313.9687,-465.0227
5014.00,"","","",-303.4472,-452.6714
5016.00,"","","",-291.6452,-439.5706
5018.00,"","","",-278.4215,-425.4247
5020.00,"","","",-264.0603,-410.2352
5022.00,"","","",-248.5621,-394.0027
5024.00,"","","",-231.7844,-376.7277
5026.00,"","","",-214.1540,-358.5591
5028.00,"","","",-195.6707,-339.6459
5030.00,"","","",-176.3347,-319.8395
5032.00,"","","",-156.2879,-299.2891
5034.00,"","","",-135.6726,-278.1430
5036.00,"","","",-114.4887,-256.5502
5038.00,"","","",-93.0207,-234.6598
5040.00,"","","",-71.1263,-212.3227
5042.00,"","","",-49.0897,-189.6879
5044.00,"","","",-26.7689,-166.9043
5046.00,"","","",-4.3059,-144.1207
5048.00,"","","",18.0149,-121.3373
5050.00,"","","",40.1936,-98.7026
5052.00,"","","",62.2301,-76.3655
5054.00,"","","",83.8403,-54.0282
5056.00,"","","",105.1663,-32.1374
5058.00,"","","",126.0659,-10.5444
5060.00,"","","",146.2548,10.4533
5062.00,"","","",165.8752,30.8553
5064.00,"","","",184.7849,50.5130
5066.00,"","","",202.6998,69.5754
5068.00,"","","",219.7620,87.5958
5070.00,"","","",235.8293,104.8718
5072.00,"","","",250.9017,121.1059
5074.00,"","","",264.6949,136.1491
5076.00,"","","",277.0667,150.1504
5078.00,"","","",288.1595,162.8120
5080.00,"","","",297.8312,174.2830
5082.00,"","","",305.9395,184.4142
5084.00,"","","",312.7686,193.0568
5086.00,"","","",317.3236,200.3597
5088.00,"","","",320.5995,205.8766
5090.00,"","","",322.4541,209.7561
5092.00,"","","",323.5981,212.2959
5094.00,"","","",324.3157,213.7938
5096.00,"","","",324.7490,214.6964
5098.00,"","","",324.8980,215.3013
5100.00,"","","",325.1892,215.7570
5102.00,"","","",325.1963,216.0639
5104.00,"","","",325.3453,216.2222
5106.00,"","","",325.3523,216.3805
5108.00,"","","",325.3592,216.3895
5110.00,"","","",325.3662,216.5475
5112.00,"","","",325.3732,216.5568
5114.00,"","","",325.2380,216.5661
5116.00,"","","",325.2450,216.5752
5118.00,"","","",325.2518,216.5844
5120.00,"","","",325.2589,216.5937
5122.00,"","","",325.1237,216.4540
5124.00,"","","",325.1305,216.4632
5126.00,"","","",324.8519,216.4724
5128.00,"","","",324.2885,216.3327
5130.00,"","","",323.5846,216.1925
5132.00,"","","",323.3085,215.7513
5134.00,"","","",323.3175,215.0140
5136.00,"","","",323.7533,214.5774
5138.00,"","","",324.6158,214.2915
5140.00,"","","",326.0470,214.3044
5142.00,"","","",327.7623,214.7643
5144.00,"","","",329.9039,215.6714
5146.00,"","","",332.4720,216.8763
5148.00,"","","",335.3244,218.3791
5150.00,"","","",338.6033,220.3285
5152.00,"","","",342.1664,222.5756
5154.00,"6Gp","Both","",346.0138,225.1203
5156.00,"","","",350.0033,227.9627
5158.00,"","","",354.2770,230.9541
5160.00,"","","",358.8349,234.3921
5162.00,"","","",363.5350,237.8300
5164.00,"","","",368.5193,241.5658
5166.00,"","","",373.5036,245.5991
5168.00,"","","",378.6300,249.6324
5170.00,"","","",383.7564,253.8144
5172.00,"","","",389.0249,257.9964
5174.00,"","","",394.1513,262.4764
5176.00,"","","",399.4198,266.9564
5178.00,"","","",404.5463,271.4363
5180.00,"","","",409.6727,276.0649
5182.00,"","","",414.7991,280.5447
5184.00,"","","",419.7834,285.0244
5186.00,"","","",424.4834,289.5042
5188.00,"","","",429.1834,293.8352
5190.00,"","","",433.5991,298.1663
5192.00,"","","",437.7305,302.3483
5194.00,"","","",441.7199,306.3817
5196.00,"","","",445.4251,310.2662
5198.00,"","","",448.8459,314.0017
5200.00,"","","",451.9825,317.4395
5202.00,"","","",454.6927,320.7286
5204.00,"","","",457.1187,323.7198
5206.00,"","","",458.8340,326.4133
5208.00,"","","",459.6965,328.8093
5210.00,"","","",460.1327,330.9075
5212.00,"","","",460.2847,332.2616
5214.00,"","","",460.2946,333.0202
5216.00,"","","",460.1621,333.4808
5218.00,"","","",460.0297,333.6438
5220.00,"","","",459.8973,333.6580
5222.00,"","","",459.7649,333.6722
5224.00,"","","",459.6325,333.6865
5226.00,"","","",459.3579,333.7006
5228.00,"","","",459.0834,333.5660
5230.00,"","","",458.8089,333.5801
5232.00,"","","",458.6766,333.4454
5234.00,"","","",458.4021,333.4596
5236.00,"","","",458.2697,333.3250
5238.00,"","","",457.9951,333.1904
5240.00,"","","",457.8627,333.2047
5242.00,"","","",457.5881,333.2188
5244.00,"","","",457.4557,333.0839
5246.00,"","","",457.1811,332.9491
5248.00,"","","",457.0487,332.9631
5250.00,"","","",456.7740,332.8284
5252.00,"","","",456.4994,332.6937
5254.00,"","","",456.2248,332.5590
5256.00,"","","",455.9502,332.5732
5258.00,"","","",455.6755,332.4384
5260.00,"","","",455.4010,332.3036
5262.00,"","","",455.2685,332.1687
5264.00,"","","",454.9938,332.0339
5266.00,"","","",454.7192,331.8991
5268.00,"","","",454.4446,331.7644
5270.00,"","","",454.1699,331.6297
5272.00,"","","",453.8952,331.4947
5274.00,"","","",453.6205,331.3599
5276.00,"","","",453.2037,331.2251
5278.00,"","","",452.9290,331.0904
5280.00,"","","",452.6543,330.9556
5282.00,"","","",452.3796,330.8207
5284.00,"","","",452.1050,330.6858
5286.00,"","","",451.8303,330.4019
5288.00,"","","",451.4134,330.2671
5290.00,"","","",451.1386,330.1324
5292.00,"","","",450.8638,329.9976
5294.00,"","","",450.5890,329.8628
5296.00,"","","",450.1721,329.8768
5298.00,"","","",449.8973,329.7420
5300.00,"","","",449.4804,329.6071
5302.00,"","","",449.2056,329.4723
5304.00,"","","",448.7886,329.3374
5306.00,"","","",448.3716,329.2024
5308.00,"","","",447.9547,329.0674
5310.00,"","","",447.6799,328.9324
5312.00,"","","",447.2630,328.7975
5314.00,"","","",446.8460,328.6626
5316.00,"","","",446.5711,328.5276
5318.00,"","","",446.1539,328.3928
5320.00,"","","",445.4513,328.4067
5322.00,"","","",444.3208,328.2716
5324.00,"","","",442.9066,327.9865
5326.00,"","","",441.2090,327.4000
5328.00,"","","",439.5119,326.2181
5330.00,"WARNING","Left","A: O2 Limit",437.6727,325.0378
5332.00,"","","",435.6914,323.5609
5334.00,"","","",433.7099,322.0845
5336.00,"7U*","Both","",431.7285,320.4592
5338.00,"","","",429.6048,318.8338
5340.00,"","","",427.4811,317.0593
5342.00,"","","",425.2151,315.2845
5344.00,"","","",422.8070,313.3607
5346.00,"","","",420.5410,311.2879
5348.00,"","","",418.1329,309.2150
5350.00,"","","",415.5827,306.9931
5352.00,"","","",413.1745,304.6221
5354.00,"","","",410.6242,302.2512
5356.00,"","","",408.0735,299.7315
5358.00,"","","",405.5236,297.2118
5360.00,"","","",401.8295,294.6921
5362.00,"","","",395.4244,291.7227
5364.00,"","","",384.1760,287.3992
5366.00,"","","",367.5198,280.0811
5368.00,"","","",344.8901,268.7301
5370.00,"","","",316.4315,253.2030
5372.00,"","","",282.4297,232.9084
5374.00,"","","",243.3113,208.4440
5376.00,"","","",199.3610,179.8114
5378.00,"","","",151.1471,147.3094
5380.00,"","","",99.0966,111.5332
5382.00,"","","",43.6357,72.4825
5384.00,"","","",-14.5250,30.9029
5386.00,"","","",-75.2432,-13.2064
5388.00,"","","",-137.8086,-59.2500
5390.00,"","","",-201.9365,-106.9300
5392.00,"","","",-266.9161,-155.7993
5394.00,"","","",-332.6058,-205.7095
5396.00,"","","",-398.1525,-256.0652
5398.00,"","","",-463.5566,-306.7175
5400.00,"","","",-528.5340,-357.2198
5402.00,"","","",-592.9427,-407.2746
5404.00,"","","",-656.2132,-456.7334
5406.00,"","","",-717.9195,-505.4472
5408.00,"","","",-777.6356,-553.4156
5410.00,"","","",-834.7930,-600.0434
5412.00,"","","",-889.1072,-644.8840
5414.00,"","","",-940.2941,-687.6398
5416.00,"","","",-987.9274,-728.1621
5418.00,"","","",-1031.8649,-766.0043
5420.00,"","","",-1071.6804,-801.1664
5422.00,"","","",-1106.9473,-833.2015
5424.00,"","","",-1137.3812,-861.9613
5426.00,"","","",-1162.8403,-887.1478
5428.00,"","","",-1182.7561,-908.4635
5430.00,"","","",-1197.1288,-925.9087
5432.00,"","","",-1205.3895,-939.0362
5434.00,"","","",-1207.5383,-947.6972
5436.00,"","","",-1203.1488,-951.7428
5438.00,"","","",-1191.7947,-950.7270
5440.00,"","","",-1174.4710,-944.6499
5442.00,"","","",-1153.0252,-933.5114
5444.00,"","","",-1129.1629,-918.3529
5446.00,"","","",-1104.1632,-900.8123
5448.00,"","","",-1079.0209,-881.9316
5450.00,"","","",-1053.7362,-862.4547
5452.00,"","","",-1028.8776,-842.8286
5454.00,"","","",-1004.3030,-823.3508
5456.00,"","","",-980.2967,-804.1700
5458.00,"","","",-956.8584,-785.2867
5460.00,"","","",-933.8460,-766.7004
5462.00,"","","",-911.2597,-748.5602
5464.00,"","","",-889.2417,-730.8659
5466.00,"","","",-867.7918,-713.4691
5468.00,"","","",-846.7679,-696.5186
5470.00,"","","",-826.4547,-680.0142
5472.00,"","","",-806.4255,-663.9558
5474.00,"","","",-786.8222,-648.1948
5476.00,"","","",-767.7872,-632.7307
5478.00,"","","",-749.0361,-617.7129
5480.00,"","","",-730.7113,-602.9926
5482.00,"","","",-712.9546,-588.7185
5484.00,"","","",-695.4819,-574.7416
5486.00,"","","",-678.4355,-561.0618
5488.00,"","","",-661.8152,-547.6794
5490.00,"","","",-645.4792,-534.5946
5492.00,"","","",-629.5692,-521.9560
5494.00,"","","",-614.0854,-509.4656
5496.00,"","","",-598.8857,-497.2726
5498.00,"","","",-584.1122,-485.3770
5500.00,"","","",-569.7648,-473.7788
5502.00,"","","",-555.7015,-462.4780
5504.00,"","","",-541.9221,-451.3260
5506.00,"","","",-528.4268,-440.6200
5508.00,"","","",-515.2157,-430.0628
5510.00,"","","",-502.2882,-419.6544
5512.00,"","","",-489.7875,-409.6919
5514.00,"","","",-477.7141,-399.8783
5516.00,"","","",-465.6374,-390.3615
5518.00,"","","",-452.8463,-380.6948
5520.00,"","","",-438.9148,-370.8733
5522.00,"","","",-423.5597,-360.1534
5524.00,"","","",-406.6401,-348.5371
5526.00,"","","",-388.1565,-335.7280
5528.00,"","","",-368.2512,-321.8758
5530.00,"","","",-346.9244,-306.9810
5532.00,"","","",-324.3185,-291.0438
5534.00,"","","",-300.7176,-274.2134
5536.00,"","","",-275.9795,-256.6382
5538.00,"","","",-250.3887,-238.1699
5540.00,"","","",-223.9451,-219.1063
5542.00,"","","",-196.7907,-199.4474
5544.00,"","","",-169.0679,-179.1929
5546.00,"","","",-140.9189,-158.6407
5548.00,"","","",-112.4853,-137.7909
5550.00,"","","",-83.7677,-116.7920
5552.00,"","","",-55.0500,-95.6443
5554.00,"","","",-26.1901,-74.3478
5556.00,"","","",2.3854,-53.2002
5558.00,"","","",30.6767,-32.0526
5560.00,"","","",58.6838,-11.2025
5562.00,"","","",86.2645,9.3498
5564.00,"","","",113.1344,29.6044
5566.00,"","","",139.2938,49.4121
5568.00,"","","",164.7425,68.6248
5570.00,"","","",189.1964,87.3911
5572.00,"","","",212.6554,105.4129
5574.00,"","","",234.9774,122.6904
5576.00,"","","",256.0203,139.0747
5578.00,"","","",275.6419,154.5660
5580.00,"","","",293.9844,169.1642
5582.00,"","","",310.6215,182.7204
5584.00,"","","",325.6950,195.0857
5586.00,"","","",338.9208,206.4091
5588.00,"","","",350.4412,216.2439
5590.00,"","","",359.9719,224.8879
5592.00,"","","",367.5127,232.0436
5594.00,"","","",372.6373,237.7108
5596.00,"","","",375.7722,241.8893
5598.00,"","","",377.6280,244.5793
5600.00,"","","",378.7731,246.2273
5602.00,"","","",379.3497,247.1312
5604.00,"","","",379.7842,247.7370
5606.00,"","","",379.9345,248.0453
5608.00,"","","",380.0847,248.3536
5610.00,"","","",380.0929,248.3642
5612.00,"","","",380.1010,248.3747
5614.00,"","","",380.1091,248.3853
5616.00,"","","",380.1173,248.3960
5618.00,"","","",380.1253,248.4068
5620.00,"","","",379.9913,248.5665
5622.00,"","","",379.9994,248.5772
5624.00,"","","",379.8654,248.4389
5626.00,"","","",379.7312,248.4494
5628.00,"","","",379.7394,248.4599
5630.00,"","","",379.6053,248.4704
5632.00,"","","",379.4713,248.3321
5634.00,"","","",379.4793,248.3428
5636.00,"","","",379.3453,248.2047
5638.00,"","","",379.2112,248.2153
5640.00,"","","",379.0772,248.2258
5642.00,"","","",379.0853,248.0874
5644.00,"","","",378.9512,248.0980
5646.00,"","","",378.8171,247.9597
5648.00,"","","",378.5408,247.9705
5650.00,"","","",378.4069,247.8321
5652.00,"","","",378.2729,247.8427
5654.00,"","","",378.1387,247.7043
5656.00,"","","",378.0047,247.7149
5658.00,"","","",377.8706,247.7254
5660.00,"","","",377.7366,247.5871
5662.00,"","","",377.7446,247.5976
5664.00,"","","",377.6105,247.4592
5666.00,"","","",377.4763,247.3210
5668.00,"","","",377.3421,247.3318
5670.00,"","","",377.2081,247.1935
5672.00,"","","",377.0741,247.2040
5674.00,"","","",376.9399,247.2145
5676.00,"","","",376.8057,247.0762
5678.00,"","","",376.6717,247.0868
5680.00,"","","",376.5376,247.0973
5682.00,"","","",376.4035,246.9589
5684.00,"","","",376.2693,246.9693
5686.00,"","","",376.1352,246.8310
5688.00,"","","",376.0011,246.8415
5690.00,"","","",375.8671,246.7031
5692.00,"","","",375.7329,246.5648
5694.00,"","","",375.7409,246.5753
5696.00,"","","",375.6067,246.4368
5698.00,"","","",375.4726,246.2985
5700.00,"","","",375.3384,246.3091
5702.00,"","","",375.2042,246.3196
5704.00,"","","",375.0700,246.1812
5706.00,"","","",374.9359,246.1917
5708.00,"","","",374.8017,246.0533
5710.00,"","","",374.6677,246.0638
5712.00,"","","",374.5335,245.9255
5714.00,"","","",374.3993,245.7870
5716.00,"","","",374.2652,245.7973
5718.00,"","","",374.1310,245.6590
5720.00,"","","",373.9969,245.6694
5722.00,"","","",374.0049,245.5310
5724.00,"","","",373.8706,245.5416
5726.00,"","","",373.5943,245.4032
5728.00,"","","",373.4601,245.4137
5730.00,"","","",373.3259,245.4242
5732.00,"","","",373.3339,245.2857
5734.00,"","","",373.1997,245.2961
5736.00,"","","",373.0655,245.1577
5738.00,"","","",372.9313,245.0193
5740.00,"","","",372.7970,245.0298
5742.00,"","","",372.6629,245.0403
5744.00,"","","",372.5286,244.9019
5746.00,"","","",372.3944,244.9124
5748.00,"","","",372.1171,244.7738
5750.00,"","","",371.2691,244.7842
5752.00,"","","",369.9952,244.6455
5754.00,"","","",368.5803,244.5057
5756.00,"","","",367.0238,243.9167
5758.00,"","","",365.4679,243.1785
5760.00,"","","",363.9121,241.9950
5762.00,"","","",362.4985,240.8129
5764.00,"","","",361.0851,239.6312
5766.00,"","","",359.8136,238.4500
5768.00,"","","",358.5422,237.2693
5770.00,"","","",357.4131,236.0886
5772.00,"","","",356.2839,235.0568
5774.00,"8Rot","Both","",355.2968,234.0251
5776.00,"","","",354.4518,233.1422
5778.00,"","","",353.6068,232.2594
5780.00,"","","",352.7619,231.3766
5782.00,"","","",352.0590,230.7914
5784.00,"","","",351.4983,230.0573
5786.00,"","","",351.0798,229.4720
5788.00,"","","",350.6612,228.8868
5790.00,"","","",350.2425,228.4503
5792.00,"","","",350.1081,228.0139
5794.00,"","","",349.9738,227.7262
5796.00,"","","",349.8394,227.2897
5798.00,"","","",349.8471,227.1510
5800.00,"","","",349.9970,226.8634
